Id,X,Y,WGS84 Web Mercator (Auxiliary Sphere) Coordinates,GPS (WGS84) (deg)  Coordinates,Latitude,Longitude,GPS Coordinates (Google Maps),Name,Address,County,EirCode,Telephone,Fax,email,Heritage Ireland Webpage,Website,"Opening Hours",Admission Charges,Facilities,Image URL,Site Type,Region,2015 Visitor Numbers
35,-847832,6816283,"-847832, 6816283","52.08927144720985°N, -7.616204439656221°E",52.08927145,-7.61620444,"52.08927144720985, -7.616204439656221",Dungarvan Castle,"Castle Street, Dungarvan",Co. Waterford,X35 DV58,+353 58 48 144,,charlesfort@opw.ie,www.heritageireland.ie/en/South-East/DungarvanCastle/,,"26 May - 28 Sep 2016: Daily 10:00-18:00

Last admission 45 mins before closing.

Average Length of Visit: 45 minutes",Free,"Audio-visual exhibition, toilets and toilet for visitor with disabilities.

Dungarvan Castle is a venue for Civil / Humanist Wedding Ceremonies.

Restaurant/Tearooms: None",http://www.heritageireland.ie/en/media/070912%20Dungarvan%20Cas%20088.jpg,Heritage Site,South-East,"17,280"
36,-806692,6933947,"-806692, 6933947","52.73400602854241°N, -7.24663753176945°E",52.73400603,-7.246637532,"52.73400602854241, -7.24663753176945",Dunmore Cave,Castlecomer Road,Co. Kilkenny,R95 A972,+353 56 776 7726,+353 56 776 7302,dunmorecaves@opw.ie,www.heritageireland.ie/en/South-East/DunmoreCave/,,"2016
Open All Year 
Mar - Mid Jun:      Daily 09:30 - 17:00. 
Last tour 16:00
Mid Jun - 11 Sep: Daily 09:30 - 18:30.  Last tour 17:00
11 Sep - End Oct:  Daily 9.30 - 17.00.  Last tour 16.00
Nov to Mar: Wed - Sun only (incl) 
09.30 - 17.00.  Last tour 15.00

Average Length of Visit: 1 hour

(All visitors must have exited the Cave before dark)","Adult: EUR 5.00
Sen/Group: EUR 4.00
Child/Student: EUR 3.00
Family: EUR 13.00","Toilets with disabled access, car / coach park.

Tea Room open weekends from June Bank Holiday weekend until the end of June and open daily for July and August.",http://www.heritageireland.ie/en/media/DunmoreCave.jpg,Heritage Site,South-East,"43,767"
84,-730771,6975967,"-730771, 6975967","52.96197273010239°N, -6.564627584913069°E",52.96197273,-6.564627585,"52.96197273010239, -6.564627584913069",Dwyer McAllister Cottage,"Derrynamuck, Knockanarrigan",Co. Wicklow,W91 D273,"+353 404 45 352
+353 404 45 325
(Glendalough Visitor Centre)","+353 404 45 626
(Glendalough Visitor Centre)",george.mcclafferty@opw.ie,www.heritageireland.ie/en/midlandseastcoast/DwyerMcAllisterCottage/,,"Mid June - Mid September: Afternoons only 14:00 - 18:00

Last admission 45 mins before closing.

Ring for access.

Average Length of Visit: 30 mins",Free,"Exhibitions, Toilets",http://www.heritageireland.ie/en/media/DwyerMcAllisterCottage.jpg,Heritage Site,Midlands & East Coast,#N/A
85,-801115,7002843,"-801115, 7002843","53.1071531469136°N, -7.196538488374104°E",53.10715315,-7.196538488,"53.1071531469136, -7.196538488374104",Emo Court,Emo,Co. Laois,R32 C44V,+353 57 862 6573,+353 57 862 6460,emocourt@opw.ie,www.heritageireland.ie/en/midlandseastcoast/EmoCourt/,,"House:
24 Mar-28 Sep 2016: Daily 10.00 - 18.00
Last admission 1 hour before closing.

Gardens:
Jan-Feb & Nov-Dec: 08:30 - 16:30
Mar & Oct:                    08:30 - 17:00
Apr & Sep:                    08:30 - 19:00
May - Aug:                    08:30 - 20:30
Entry to the gardens is FREE.

New:
2.2 km walking loop of the 20 acre man made lake. Includes 2 foot bridges and 1.1km of pathways. Walkers and walking clubs welcome. No dogs are allowed.  Cycling is forbidden.

Average Length of Visit: 1 hour","Adult: EUR 5.00
Sen/Group: EUR 4.00
Child/Student: EUR 3.00
Family: EUR 13.00","Toilets, car / coach park, tea rooms.",http://www.heritageireland.ie/en/media/EmoCourt.jpg,Heritage Site,Midlands & East Coast,"13,244"
54,-999819,6954539,"-999819, 6954539","52.84587122068381°N, -8.981526890530958°E",52.84587122,-8.981526891,"52.84587122068381, -8.981526890530958",Ennis Friary,"Abbey Street, Ennis",Co. Clare,V95 AN28,+353 65 682 9100,+353 65 684 1020,ennisfriary@opw.ie,www.heritageireland.ie/en/ShannonRegion/EnnisFriary/,,"Open 24 March - 2 November 2016
Easter to End of September - 
Open Daily 10:00 - 18:00
1st October - 2nd November - 
Open Daily 10:00 - 17:00

Last admission 45 mins before closing.
 
Average Length of Visit: 45 minutes","Adult: EUR 5.00
Sen/Group: EUR 4.00
Child/Student: EUR 3.00
Family: EUR 13.00","Public car/coach park close to the site

Restaurant/Tearooms: None

Access for visitors with disabilities",http://www.heritageireland.ie/en/media/EnnisFriary.jpg,Heritage Site,Shannon,"11,377"
37,-837366.45,6912887.21,"-837366.45, 6912887.21","52.61930189304789°N, -7.522190809249879°E",52.61930189,-7.522190809,"52.61930189304789, -7.522190809249879",Famine Warhouse,Ballingarry,Co. Tipperary,,+353 87 908 9972,,info@heritageireland.ie,www.heritageireland.ie/en/South-East/FamineWarhouse1848/,,"Open all year on a part time basis.  Please call +353 87 908 9972 for appointment.

Apr-Sep: Wed-Sun 14:30 - 17:30
Oct-Mar: Sat & Sun only 14:00 - 16:00

Average Length of Visit: 40 minutes",Free,"Exhibition, toilets, toilet for visitors with disabilities. Car/coach park

Restaurant/Tearooms: None
",http://www.heritageireland.ie/en/media/Warhouse.jpg,Heritage Site,South-East,#N/A
61,-708009,7050831,"-708009, 7050831","53.3651634708465°N, -6.360153059941783°E",53.36516347,-6.36015306,"53.3651634708465, -6.360153059941783",Farmleigh House and Estate,Phoenix Park,Dublin 15,D15 TD50,"+353 1 815 5900
+353 1 815 5981",+353 1 815 5968,farmleighinfo@opw.ie,www.heritageireland.ie/en/Dublin/FarmleighHouseandEstate/,www.farmleigh.ie,"Open All Year.
Grounds and Boat House Cafe open every day , Gallery closed Mondays
There are guided tours of the house  daily, every hour from 10:15 to 16:15  lasting approximately 45mins.  Each tour is strictly limited to 25 people and tickets are issued on a first-come-first-served basis.  

Please note that, because Farmleigh is a working Government building, the House may close at short notice.  

The Estate is open to the public all year , 7 days a week, 10:00 - 18.00
Last admission through the Front Gate is 17.00

Average Length of Visit: 1 - 3 hours.",Free,"Toilets, Design,Visual Art and Craft Gallery, Limited Car Parking, universal access to House.

Restaurant/Tearooms
Seating Capacity: 60 - 70",http://www.heritageireland.ie/en/media/Farmleigh%20_Front.jpg,Heritage Site,Dublin,"410,076"
38,-723489,6907663,"-723489, 6907663","52.590801125736945°N, -6.499212265923485°E",52.59080113,-6.499212266,"52.590801125736945, -6.499212265923485",Ferns Castle,Ferns,Co. Wexford,Y21 D892,+353 53 936 6411,+353 53 936 6395,jerpointabbey@opw.ie,www.heritageireland.ie/en/South-East/FernsCastle/,,"12 May - 21 Sep 2016: Daily 10:00-17:00

Last admission 45 mins before closing
 
Average Length of Visit:  45 minutes",Free,"Exhibition, toilets, toilets for people with disabilities, car parking",http://www.heritageireland.ie/en/media/FernsCastle.jpg,Heritage Site,South-East,"9,440"
23,-924364,6780950,"-924364, 6780950","51.893822931838926°N, -8.303703092898573°E",51.89382293,-8.303703093,"51.893822931838926, -8.303703092898573",Fota Arboretum and Gardens,"Fota Island, Carrigtwohill",Co. Cork,T45 Y642,+353 21 481 2728,+353 21 481 2728,,www.heritageireland.ie/en/South-West/FotaArboretumandGardens/,,"For vehicles:
April - October:
Mon-Sat: 09:00-18:00
Sun:           09:00-18:00
November - March:
Mon-Fri: 09:00-17:00
Sun:          09:00-17:00

For pedestrians:
Open all year round as times above.

Arboretum:
April - October:
Mon-Sat: 09:00-18:00
November - March:
Mon-Fri:  09:00-17:00

Walled Gardens:
April – September:
Mon – Thu: 09:00 – 16:30
Fri:                  09:00- 15.30
Sat:                 11:00 - 17:00
Sun:                 14:00 - 17:00

Closed Christmas Holidays.

Tours: Available by prior appointment, Mon – Fri only.

Average Length of Visit: 1-2 hours","Free. There is no admission charge to Fota Arboretum & Gardens. Site is state-owned and managed by OPW) It is independent of all other enterprises on the island i.e. Fota House, Fota Wildlife Park, etc.","Picnic area, public car/coach parking, toilet facilites, gardens accessible to disabled.",http://www.heritageireland.ie/en/media/FotaArboretumandGardens.jpg,Heritage Site,South-West,#N/A
99,-1152143.09,6831413.69,"-1152143.09, 6831413.69","52.1727078635005°N, -10.3498774766922°E",52.17270786,-10.34987748,"52.1727078635005, -10.3498774766922",Gallarus Oratory,"Gallarus, Baille na nGall",Co. Kerry,,+353 64 663 2402,,info@heritageireland.ie,www.heritageireland.ie/en/South-West/GallarusOratory/,,"Gallarus Oratory is open all year.

The privately owned visitor centre is open 30 May - 28 Aug, 10:00 to 18:00.

","Access to Gallarus Oratory is FREE, but there is a charge for using the private facilities in the visitor centre - the Heritage Card cannot be used.","Very limited public parking. 

A privately owned car park and other facilities including toilets are situated next to the Oratory. ",http://www.heritageireland.ie/en/media/071004%20Gallarus%20024.jpg,Heritage Site,South-West,"3,212"
24,-1152793.4,6832007.28,"-1152793.4, 6832007.28","52.175977912197745°N, -10.355719327926636°E",52.17597791,10.355719327926636°,"52.175977912197745, 10.355719327926636°",Gallarus Castle,"Gallarus, Baille na nGall",Co. Kerry,,+353 64 663 2402,,info@heritageireland.ie,www.heritageireland.ie/en/South-West/GallarusOratory/,,Access to Gallarus Castle grounds is available all year,Free,"Access to the castle grounds only.

No carparking facilites at castle.",,Heritage Site,South-West,"51,816"
62,-697345,7048705,"-697345, 7048705","53.353765814783394°N, -6.264356718043277°E",53.35376581,-6.264356718,"53.353765814783394, -6.264356718043277",Garden of Remembrance,Parnell Square East,Dublin 1,,+353 1 821 3021,,superintendent.park@opw.ie,www.heritageireland.ie/en/Dublin/GardenofRemembrance/,,"Apr-Sept: Daily 08:30 - 18:00
Oct-Mar:   Daily 09:30 - 16:00

Gardens open Christmas Day 11:00 - 13:00

Average Length of Visit: 1 hour",Free,"Restaurant/Tearooms: None on site, but several close by",http://www.heritageireland.ie/en/media/GardenofRemembrance.jpg,Heritage Site,Dublin,#N/A
3,-879771,7362697,"-879771, 7362697","55.004280937183246°N, -7.903117358251156°E",55.00428094,-7.903117358,"55.004280937183246, -7.903117358251156",Glebe House & Gallery,"Churchill, Letterkenny",Co. Donegal,,+353 74 913 7071,+353 74 913 7816,glebegallery@opw.ie,www.heritageireland.ie/en/North-West/GlebeHouseandGallery/,,"Gallery only: Easter (26 Mar - 3 Apr)
Daily 11:00 - 18:30

Closed from 8 Apr to 30 May

Re-opens 28 May - 1 Oct
June & September: 
Open Sat - Thu 11:00 - 18:30
Closed Fri
July & August:
Open Daily 11:00 - 18:30.

Last Tour 1 hour before closing

Average Length of Visit: 1.5 hours","Adult: EUR 5.00 
Sen/Group: EUR 4.00 
Child/Student: EUR 3.00 
Family: EUR 13.00 

Gallery - Free of charge. ","Exhibitions, toilets, and car/coach park. 

Videos (in English) relating to Derek Hill and the House are shown in the coffee shop.

Restaurant/Tearooms: Coffee shop (Summer months only) Seating capacity: 50",http://www.heritageireland.ie/en/media/glebehouseandgallery.jpg,Heritage Site,North-West,"23,085"
86,-703915,6984937,"-703915, 6984937","53.010481772479984°N, -6.323376032209929°E",53.01048177,-6.323376032,"53.010481772479984, -6.323376032209929",Glendalough Visitor Centre,Bray,Co. Wicklow,A98 HC80,"+353 404 45 352
+353 404 45 325",+353 404 45 626,george.mcclafferty@opw.ie,www.heritageireland.ie/en/midlandseastcoast/GlendaloughVisitorCentre/,,"Open all Year:
Mid Oct - Mid Mar: Daily 09:30-17:00
Mid Mar - Mid Oct: Daily 09:30-18:00

Visitor Centre will be closed from 23 to 28 December inclusive.

Last admission 45 mins. before closing.

Average Length of Visit: 1 - 1.5 hours.","Adult: EUR 5.00
Sen/Group: EUR 4.00
Child/Student: EUR 3.00
Family: EUR 13.00","Toilets, disabled toilets, car/coach/bicycle park, self-guiding trail, outdoor picnic tables, extensive lawns

Restaurant/Tearooms: None",http://www.heritageireland.ie/en/media/GlendaloughVisitorCentre.jpg,Heritage Site,Midlands & East Coast,"79,182"
4,-887095,7368866,"-887095, 7368866","55.03605088130332°N, -7.968909969660069°E",55.03605088,-7.96890997,"55.03605088130332, -7.968909969660069",Glenveagh National Park and Glenveagh Castle,"Churchill, Letterkenny",Co. Donegal,,"Group Bookings: 
+353 761 00 25 37

Visitor Services Supervisor: 
+353 761 00 25 36

Visitor Centre:
+353 761 00 25 51
",+353 74 913 7072,glenveaghbookings@ahg.gov.ie,www.heritageireland.ie/en/North-West/GlenveaghNationalPark/,www.glenveaghnationalpark.ie,"Visitor Centre:
Mar to Oct: Daily 09:00 - 18:00 
Last bus to castle 16:45
Last bus from castle 17:45
Closed Good Friday

Nov to Feb: Daily 09:00 - 17:00
Last bus to castle 15:45
Last bus  from castle 16:45
Closed over Christmas.

Castle:
Jan to Dec: Daily 10.00 - 17.00
Closed Good Friday and Christmas week. 

Contact the park for details of availability of castle tours during the winter months.","Castle:
Adult: EUR 7.00 
Group/Senior Citizen: EUR 3.00 Groups of 20+: Bus & Castle Tour EUR 7.00 
Child/Student: EUR 5.00 
Family Rate: EUR 15.00 

Access to the Castle is by shuttle bus (charges apply) from Visitor Centre-otherwise 3.5 km walk 

Shuttle Bus Price: 
Adult - Return: EUR 3.00
             - Single: EUR 2.00
Concession/
Group - Return: EUR 2.00
              - Single: EUR 1.50

Guided Walks or Guided Garden Tours: EUR 5.00 Adult 

Guided Hill Walks: EUR 10.00 

Admission to the Park and Visitor Centre is Free","Exhibitions, toilets, toilet for visitors with disabilities, car/coach park, self-guiding trails, gardens, shuttle bus service to the castle (EUR 3.00 return)

Restaurant/Tearooms:
Tearoom (Castle) - Open all year round. Reduced opening hours in Winter. Seating capacity: 50

Restaurant (Visitor centre) Open Easter - end September. Seating capacity 90",http://www.heritageireland.ie/en/media/GlenveaghNationalPark.jpg,Heritage Site,North-West,#N/A
63,-695984.82,7046112.77,"-695984.82, 7046112.77","53.33986452103284°N, -6.252138018608093°E",53.33986452,-6.252138019,"53.33986452103284, -6.252138018608093",Government Buildings,Upper Merrion Street,Dublin 2,D02 FK66,"+353 1 645 8813 
+353 1 619 4116",+353 1 679 7831,,www.heritageireland.ie/en/Dublin/GovernmentBuildings/,www.taoiseach.gov.ie,"Open Saturdays Only: 10:30 - 13:30

Tours starting every hour on the half hour.

Average Length of Visit: 40 minutes

Free tickets can be collected on the day from the National Gallery of Ireland, Merrion Square West, Dublin 2, from 10:00

Location: Beside the Merrion Square West entrance to Leinster House

Please Note:  Government Buildings may close at short notice for Government Business.  Please telephone in advance to avoid disappointment.",Free,None,http://www.heritageireland.ie/en/media/Government%20Buildings%20300dpi.jpg,Heritage Site,Dublin,#N/A
64,-701989.31,7049756.07,"-701989.31, 7049756.07","53.35940104575687°N, -6.306077241897583°E",53.35940105,-6.306077242,"53.35940104575687, -6.306077241897583",Grangegorman Military Cemetery,Blackhorse Avenue,Dublin 7,D07 PK13,+353 1 821 3021,,superintendent.park@opw.ie,www.heritageireland.ie/en/Dublin/GrangegormanMilitaryCemetery/,,"All year round, daily, 10:00 - 16:00

Average Length of Visit: 30 - 45 minutes",Free,None,http://www.heritageireland.ie/en/media/071024%20Grangegorman%20043.jpg,Heritage Site,Dublin,#N/A
98,-826858.75,7366472.89,"-826858.75, 7366472.89","55.023729526173305°N, -7.427798509597778°E",55.02372953,-7.42779851,"55.023729526173305, -7.427798509597778",Grianan of Aileach,Carrowreagh,Co. Donegal,,,,,,,,Free,None,,,,"107,968"
87,-812679.68,6961698.82,"-812679.68, 6961698.82","52.884699266314534°N, -7.30042576789856°E",52.88469927,-7.300425768,"52.884699266314534, -7.30042576789856",Heywood Gardens,Ballinakill,Co. Laois,R32 K4V6,"+353 57 873 3563
+353 87 667 5291",+353 57 873 3563,heywoodgardens@opw.ie,www.heritageireland.ie/en/midlandseastcoast/HeywoodGardens/,,"May to Aug:   08:30 to 21:00

Apr and Sep: 08:30 to 19:00

Oct to Mar:     08:30 to 17:30

Average length of visit: 1 hour",Free,"Car park.

Restaurant/Tearooms: None",http://www.heritageireland.ie/en/media/heywoodgardens.jpg,Heritage Site,Midlands & East Coast,#N/A
88,-735841,7091335,"-735841, 7091335","53.581726832979825°N, -6.610172169817928°E",53.58172683,-6.61017217,"53.581726832979825, -6.610172169817928",Hill of Tara,Navan,Co. Meath,C15 CF1P,"+353 46 902 5903 
(17 May-14 Sep)

+353 41 988 0300 
(15 Sep-End May)",+353 46 902 5903,hilloftara@opw.ie,www.heritageireland.ie/en/midlandseastcoast/HillofTara/,,"2016
Visitor Centre: 17 May  - 14 Sep
Daily 10:00 - 18:00 

All Year Round access to the Hill of Tara

Last admission 1 hour before closing.

Average Length of Visit: 1 hour","Adult: EUR 5.00
Sen/Group: EUR 4.00
Child/Student: EUR 3.00
Family: EUR 13.00","Public car/coach parking area and toilets close to the site

Restaurant/Tearooms:  Coffee shop close to the site, tel:  +353 46 902 5534
Seating capacity:  60

Grounds - Dogs are welcome but MUST be kept on leads at all times.",http://www.heritageireland.ie/en/media/HillofTara.jpg,Heritage Site,Midlands & East Coast,"159,686"
25,-1062668,6752532,"-1062668, 6752532","51.73600607295676°N, -9.546109063447236°E",51.73600607,-9.546109063,"51.73600607295676, -9.546109063447236",Ilnacullin (Garinish Island) Cork,"Glengariff, Bantry",Co. Cork,P75 X567,+353 27 63 040,+353 27 63 149,,www.heritageireland.ie/en/South-West/Ilnacullin-GarinishIsland/,,"2016
Open from 24 March - 31 October
Last landing 1 hour before closing, but may be subject to tidal flooding from time to time.

April, May & June:
Daily 10:00 - 17:30

July and August:
Monday - Friday  09:30 - 17:30
Saturday                 09:30 - 18:00
Sundays                  09:30 - 17:30

September - 31 October
Daily                         10:00 - 17:30 

Average Length of Visit: 1-2 hours","Adult: EUR 5.00
Sen/Group: EUR 4.00
Child/Student: EUR 3.00
Family: EUR 13.00

A seperate charge is imposed by boat operators.","Facilities: Toilets, disabled toilet and self guiding trails.
 
Restaurant/Tearooms: Coffee shop and light snacks. Seating Capacity: 40",http://www.heritageireland.ie/en/media/Ilnacullin.jpg,Heritage Site,South-West,"58,557"
39,-796776,6893025,"-796776, 6893025","52.51084439996258°N, -7.157560588196159°E",52.5108444,-7.157560588,"52.51084439996258, -7.157560588196159",Jerpoint Abbey,Thomastown,Co. Kilkenny,R95 P523,"+353 56 772 4623
",+353 56 775 4003,jerpointabbey@opw.ie,www.heritageireland.ie/en/South-East/JerpointAbbey/,,"Early Mar - Sep: Daily 09:00 - 17:30
Oct: Daily 09:00 - 17:00
Nov - Start Dec: Daily 09:30 - 16:00
Dec - Mar:  Pre-booked tours only.

Closed for the Christmas period.

Average Length of Visit:  1 hour
","Adult: EUR 5.00
Sen/Group: EUR 4.00
Child/Student: EUR 3.00
Family: EUR 13.00","Exhibition, toilets, including disabled toilets, car / coach park

Restaurants/Tearooms: None",http://www.heritageireland.ie/en/media/JerpointAbbey.jpg,Heritage Site,South-East,"23,442"
40,-806994,6918602,"-806994, 6918602","52.65045782748772°N, -7.249350443927491°E",52.65045783,-7.249350444,"52.65045782748772, -7.249350443927491",Kilkenny Castle,"The Parade, Kilkenny City",Co. Kilkenny,R95 YKR1,"+353 56 770 4100
+353 87 634 9153 (Park and Garden)
+353 56 770 4108 (Events)
+353 56 770 4106 (Group Bookings)
+353 86 819 1251 (Castle and Park Foreperson)",,,www.heritageireland.ie/en/South-East/KilkennyCastle/,www.kilkennycastle.ie,"Oct - Feb:      Daily  09:30 - 16:30
Mar:                Daily  09:30 - 17:00
Apr - May:    Daily  09:30 - 17:30
Jun - Aug:     Daily  09:00 - 17:30
Sep:                Daily  09:30 - 17:30

Last admission 30 minutes before closing
","Adult: EUR 8.00 
Senior/Group (20+): EUR 6.00 
Student/Child (over 6): EUR 4.00 
Family: EUR 20+S94.00 ","Exhibitions, Toilets, Playground in the Park, Gardens, Conference Centre, Public car park near site. Toilet for visitors with disabilities available on request.

Audio guide: English

Guiding leaflet in Braille available on request.

Restaurants/Tearroms: Tea Rooms: Situated in the Castle's Victorian Kitchen with its original cooking range and rows of copper pots.",http://www.heritageireland.ie/en/media/KilkennyCastle.jpg,Heritage Site,South-East,"282,588"
27,-1057967,6803444,"-1057967, 6803444","52.01834972341008°N, -9.503879261940778°E",52.01834972,-9.503879262,"52.01834972341008, -9.503879261940778",Killarney National Park,"Muckross House, Killarney",Co. Kerry,,"+353 64 663 1440,
+353 64 663 1947",+353 64 663 3926,KillarneyNP@environ.ie,www.heritageireland.ie/en/South-West/KillarneyNationalPark/,www.killarneynationalpark.ie/,"Visitor Centre:
Oct - Mid Mar: On request.
Mid Mar - Sept: Daily 09:00 -17:30

Information Point at the Gate Lodge, Killarney House:
June - Mid Sep: Daily 09:30 - 17:30",Free,"Exhibition, toilets, disabled toilet, gardens, craft shop, car/coach parks. Universal access to Muckross House.

Restaurant/Tearooms: Muckross House: (coffee shop and  full restaurant with wine license, seating 170).
For opening times see Muckross Hou",http://www.heritageireland.ie/en/media/KillarneyNationalPark.jpg,Heritage Site,South-West,#N/A
89,-684419,6969966,"-684419, 6969966","52.92948938405486°N, -6.148240484417988°E",52.92948938,-6.148240484,"52.92948938405486, -6.148240484417988",Kilmacurragh Arboretum,Kilbride,Co. Wicklow,A67 YR12,"+353 404 48 844,
+353 1 857 0909",,botanicgardens@opw.ie,www.heritageireland.ie/en/midlandseastcoast/Kilmacurragh/,www.botanicgardens.ie,,Free,"Car park / public toilets

Restaurants/Tearooms: None",http://www.heritageireland.ie/en/media/Kilmacurragh.jpg,Heritage Site,Midlands & East Coast,"67,083"
65,-702358,7046447,"-702358, 7046447","53.3416571577611°N, -6.309389263236189°E",53.34165716,-6.309389263,"53.3416571577611, -6.309389263236189",Kilmainham Gaol,"Inchicore Road, Kilmainham",Dublin 8,D08 T2X5,+353 1 453 5984,+353 1 453 2037,kilmainhamgaol@opw.ie,www.heritageireland.ie/en/Dublin/KilmainhamGaol/,,"Please follow the link to book tickets:
www.kilmainhamgaolmuseum.ie

Please note Free Wednesday does not apply to Kilmainham Gaol.

Open all year except 24, 25 and 26 December

Januray - December -  09:30 - 18:00 - Last Tour 16:15

Average Length of Visit: 60 mins","Online prices:
Adult: EUR 8.00
Senior: EUR 6.00
Child/Student: EUR 4.00
Family: EUR 20.00

Walk-in prices:
Adult: EUR 9.00
Senior: EUR 7.00
Child/Student: EUR 5.00
Family: EUR 23.00
Please note that these tickets are very limited and it is advisable to book your tickets in advance. 

Credit/Debit cards are both accepted.","Toilets, Disabled Toilets, Baby changing, Exhibition Area

Restaurant/Tearooms: Yes - Tearoom",http://www.heritageireland.ie/en/media/east%20wing%20RESIZED.png,Heritage Site,Dublin,"326,635"
55,-1056093.99,6880878.01,"-1056093.99, 6880878.01","52.444383587999525°N, -9.487053751945496°E",52.44438359,-9.487053752,"52.444383587999525, -9.487053751945496",Listowel Castle,"The Square, Listowel",Co. Kerry,,+353 86 385 7201,,info@heritageireland.ie,www.heritageireland.ie/en/ShannonRegion/ListowelCastle/,,"23 May - 6 September 2016

Monday - Sunday 09:30 - 17:30

Last admission 45 minutes before closing

Average length of visit: 1 hour",Free,"Toilets and car/coach park close to site.  Toilet for visitors with disabilities in the adjacent Kerry Literary & Cultural Centre.

 Restaurant Monday - Friday in the Kerry Literary & Cultural Centre.",http://www.heritageireland.ie/en/media/ListowelCastle.jpg,Heritage Site,Shannon,"8,110"
90,-792442.98,7121856.49,"-792442.98, 7121856.49","53.744187096741896°N, -7.1186363697052°E",53.7441871,-7.11863637,"53.744187096741896, -7.1186363697052",Loughcrew,"Corstown, Oldcastle",Co. Meath,,+ 353 49 854 1240  (May - August),+353 41 982 3071,,www.heritageireland.ie/en/midlandseastcoast/Loughcrew/,,"30 May - 28 Aug: Daily, 10:00 - 18:00

Last admission to Cairn T 45 minutes before closing

Average Length of Visit: 1 hour",Free,"Public car/coach parking area.  Please note the approach road is very narrow and extreme caution is needed.  There are no toilet facilities

Restaurant/Tearooms: None",http://www.heritageireland.ie/en/media/Loughcrew.jpg,Heritage Site,Midlands & East Coast,"14,416"
91,-686556,7080905,"-686556, 7080905","53.526066221037816°N, -6.167437482039622°E",53.52606622,-6.167437482,"53.526066221037816, -6.167437482039622",Lusk Heritage Centre,Lusk,Co. Dublin,K95 HF70,"+353 1 833 1618 /
+353 1 843 7285",,casinomarino@opw.ie,www.heritageireland.ie/en/midlandseastcoast/LuskHeritageCentre/,,"Ring for opening hours

Average Length of Visit: 1 hour",Free,"Exhibition

Restaurant/Tearooms: None",http://www.heritageireland.ie/en/media/LuskHeritageCentre.jpg,Heritage Site,Midlands & East Coast,#N/A
92,-734055,7053760,"-734055, 7053760","53.38086108156425°N, -6.594128258843553°E",53.38086108,-6.594128259,"53.38086108156425, -6.594128258843553",Maynooth Castle,Maynooth,Co. Kildare,W23 F2D5,+ 353 1 628 6744,+ 353 1 628 6848,maynoothcastle@opw.ie,www.heritageireland.ie/en/midlandseastcoast/MaynoothCastle/,,"19 May - 28 September 2016

Open Wednesday - Sunday and Bank Holidays - 10:00 - 18:00

Average Length of Visit: 45 minutes

Last guided tour 16:30.  Grounds close 17:45.

Please note: Castle closes for the winter at 16:00 on 28 September. ",Free,"Exhibition

Restaurant/Tearooms: None",http://www.heritageireland.ie/en/media/060627%20Maynooth%20Castle%20005.jpg,Heritage Site,Midlands & East Coast,"21,843"
28,-1058001,6803433,"-1058001, 6803433","52.01828891191736°N, -9.504184689137379°E",52.01828891,-9.504184689,"52.01828891191736, -9.504184689137379",Muckross House and Gardens,"Muckross Estate, Killarney National Park, Muckross, Killarney",Co. Kerry,,+353 64 667 0144,+353 64 667 0116,,www.heritageireland.ie/en/South-West/MuckrossHouseandGardens/,www.muckross-house.ie,"Jul & Aug: Daily 09:00 - 19:00
Sep- Jun:  Daily  09:00 - 17.30

Gardens open:  Daily 08.00 - 18.00
Jul & Aug:            Daily 08.00 - 20.00

NOTE: Automatic Gates to Muckross House and Gardens close 45 minutes after the closing times.

Admission by guided tour only.  Please note last admission 60 mins before closing. All groups of 10 people or more must be pre-booked

Closed for one week at Christmas

Information office at Muckross House is open throughout the year. Information office at The Gate Lodge, Killarney House is open daily from Jun to mid Sep: 9:00 - 18:30","Muckross House & Gardens
Adult: EUR 9.00 
Group/Sen/Student: EUR 7.50
Child 3-5: Free
Child 6-18: EUR 6.00 
Family 
2 Adults + 2 Children: EUR 28.00 
2 Adults + 3 Children: EUR 32.00 

Joint Ticket for House, Gardens and Traditional Farms - 
Adult: EUR 15.00 
Group/Sen/Student: EUR 13.00 
Child 3-5: EUR 6.00
Child 6-18: EUR 10.50 
Family
2 Adults+2 Children: EUR 40.00 
2 Adults+3 Children: EUR 45.00 

PLEASE NOTE THAT THE HERITAGE CARD IS NOT ACCEPTED AT MUCKROSS TRADITIONAL FARMS","Exhibitions, toilets, disabled toilet, gardens, craft shop, self-guiding trails, including a special trail for the visually impaired. Car/coach parks. Universal access including elevator.

Restaurant/Tearooms: Coffee Shop and restaurant with wine licence.    
Seating Capacity: 170. 
Tel: 064 66 39354",http://www.heritageireland.ie/en/media/MuckrossHouseandGardens.jpg,Heritage Site,South-West,#N/A
